id,place,city,region,zip,type,verification_type,verification_number,sum_of_tickets_earned,count_of_projects_earning_tickets,years_tickets_earned,lat,lon,HouseMedianIncome,HouseMeanIncome,IncomeUnder25K
13975,Pocopson Elementary School Parent Teacher Organization (PTO),West Chester,Pennsylvania,19382,nonprofit,ein,203555115,10,1,2018,39.93,-75.61,94920,126843,13.5
34778,Central Valley Habitat for Humanity,Bridgewater,Virginia,22812,nonprofit,ein,541441871,5,1,2018,38.38,-79.03,58810,82381,13.5
21879,Stockhands Horses for Healing,Delaware,Ohio,43015,nonprofit,ein,465760727,5,1,2018,40.3,-83.06,71670,88353,13.5
32786,Arcanum A Sharp Music Boosters,Arcanum,Ohio,45304,nonprofit,ein,463990881,20,1,2018,39.99,-84.53,60417,67392,13.5
34981,"Buddy Up Tennis, Inc.",New Albany,Ohio,45354,nonprofit,ein,270789426,10,1,2018,39.91,-84.4,52500,55654,13.5
13976,HARTLAND Consolidated Schools,Howell,Michigan,48843,School- School District,ncesDistrictId,2617910,10,1,2018,42.58,-83.92,73240,86205,13.5
18842,Charyl Stockwell Academy Parent Council,Howell,Michigan,48843,nonprofit,ein,262589459,10,1,2018,42.58,-83.92,73240,86205,13.5
31246,"St. Joseph Catholic School, Howell MI",Howell,Michigan,48843,School- Private School,ein,381359737,5,1,2018,42.58,-83.92,73240,86205,13.5
12014,Bright Young Dyslexics,De Pere,Wisconsin,54115,nonprofit,ein,462423604,30,6,"2017,2018",44.4,-88.1,73278,87767,13.5
28710,"Center for Independence through Conductive Education, Inc.",COUNTRYSIDE,Illinois,60525,nonprofit,ein,364259162,5,1,2018,41.78,-87.87,79926,122687,13.5
27537,USO OF ILLINOIS,CHICAGO,Illinois,60604,nonprofit,ein,362349617,10,1,2018,41.88,-87.63,114565,214724,13.5
28749,The Salute,Dallas,Texas,75248,nonprofit,ein,263494079,10,1,2018,32.97,-96.8,80421,119640,13.5
38097,Yeshiva Day School of Las vegas,Henderson,Nevada,89074,School- Private School,ein,260736080,20,1,2019,36.04,-115.08,68479,89033,13.5
19838,Kesterson PTA,Henderson,Nevada,89074,nonprofit,ein,880430151,10,2,2018,36.04,-115.08,68479,89033,13.5
8328,Phantom Projects Theatre Group,La Mirada,California,90638,nonprofit,ein,954794848,20,4,2018,33.9,-118.01,86141,99460,13.5
25779,Temple Beth Ohr,La Mirada,California,90638,nonprofit,ein,956006535,5,1,2018,33.9,-118.01,86141,99460,13.5
30956,Gardenhill Elementary School PTA,La Mirada,California,90638,nonprofit,ein,956204510,5,1,2018,33.9,-118.01,86141,99460,13.5
26587,Hand in Paw Rescue,Bradbury,California,91008,nonprofit,ein,271990752,30,3,"2018,2019",34.15,-117.97,112813,182218,13.5
34572,Lodi High School Sober Grad Night,Woodbridge,California,95258,School- Booster Club,ein,680368678,10,1,2018,38.17,-121.31,85047,102490,13.5
15851,First Missionary Baptist Church of Woodbridge,woodbridge,California,95258,nonprofit,ein,680010717,5,1,2018,38.17,-121.31,85047,102490,13.5
16450,Pink Lemonade,Vacaville,California,95687,nonprofit,ein,455097579,20,3,2018,38.33,-121.92,77222,92441,13.5
23839,CAASC Chinese American Association of Solano County,Vacaville,California,95687,nonprofit,ein,680386295,20,2,2018,38.33,-121.92,77222,92441,13.5
33636,Markham Elementary PTO,Vacaville,California,95687,nonprofit,ein,680466694,20,1,2018,38.33,-121.92,77222,92441,13.5
35871,Buckingham Charter Magnet High School,VACAVILLE,California,95687,School- Charter School Public,ncesSchoolId,64059002846,10,1,2018,38.33,-121.92,77222,92441,13.5
34168,Alternative Cooperation Education,Vacaville,California,95687,nonprofit,ein,680405810,5,1,2018,38.33,-121.92,77222,92441,13.5
14089,Winchester Booster Club,Winchester ,Oregon,97495,nonprofit,ein,134332397,10,1,2019,43.28,-123.31,75893,78860,13.5
35642,Trinity Preparatory School,Voorhees,New Jersey,8043,School- Private School,ein,473355709,20,1,2018,39.85,-74.95,85164,119273,13.4
35330,ET Hamilton Elementary School HPFA,Voorhees,New Jersey,8043,School- Public School,ncesSchoolId,341683001676,5,1,2018,39.85,-74.95,85164,119273,13.4
29457,Highland Youth Performance Ensembles,Audubon,New Jersey,8106,nonprofit,ein,271333045,10,1,2018,39.89,-75.07,74866,87528,13.4
31347,Our Lady of Victories School,Sayreville,New Jersey,8872,School- Private School,ein,221551926,5,1,2018,40.44,-74.36,74985,90120,13.4
14906,Spanish Fort Elementary School PTA,Spanish Fort,Alabama,36527,School- PTA,ein,636056236,10,1,2018,30.7,-87.88,83399,100876,13.4
34974,Stallions Baseball,LaGrange,Ohio,44050,nonprofit,ein,341885184,5,1,2018,41.25,-82.13,68552,77709,13.4
18377,Andersen Parent Group (APG),Bayport,Minnesota,55003,nonprofit,ein,463751690,20,1,2018,45.01,-92.78,75815,90041,13.4
14222,Future Ready Student Foundation,Lockport,Illinois,60441,nonprofit,ein,473318091,20,1,2018,41.59,-88.05,75175,90617,13.4
29562,Cardinal Ritter Senior Services,Saint Louis,Missouri,63119,nonprofit,ein,430811604,5,1,2018,38.59,-90.35,74245,102321,13.4
21731,Reed School Association,Ladue,Missouri,63124,School- PTA,ein,431319225,10,1,2018,38.64,-90.37,149423,253751,13.4
25077,Down Syndrome Association of Central Oklahoma,Oklahoma City,Oklahoma,73116,nonprofit,ein,731594411,20,1,2018,35.55,-97.56,71767,144089,13.4
20767,Family of God Ministry,Laveen,Arizona,85339,nonprofit,ein,471257506,20,3,2018,33.24,-112.16,66684,80100,13.4
18867,Legacy Traditional School - Laveen PTO,Laveen,Arizona,85339,nonprofit,ein,460685059,20,1,2018,33.24,-112.16,66684,80100,13.4
28016,Bayside Broncos Football,San Carlos,California,94401,nonprofit,ein,943218392,20,1,2018,37.58,-122.32,81608,106720,13.4
33721,LEAD Elementary PTA,San Mateo,California,94401,nonprofit,ein,946183794,20,1,2018,37.58,-122.32,81608,106720,13.4
27214,Oakley Elementary School PTA,Oakley,California,94561,nonprofit,ein,680189357,20,2,2018,37.99,-121.69,88795,99021,13.4
33260,Freedom High School (CSF),Oakley,California,94561,School- Public School,ncesSchoolId,62160005726,20,1,2018,37.99,-121.69,88795,99021,13.4
35704,Almond Grove Elementary School,Oakley,California,94561,School- Public School,ncesSchoolId,62808013786,20,1,2018,37.99,-121.69,88795,99021,13.4
16562,Olive Elementary Kindness Crew,Novato,California,94945,School- PTA,ein,946173280,5,1,2018,38.13,-122.53,93765,122919,13.4
32602,St. Francis Preschool,Novato,California,94945,School- Private School,ein,941616307,5,1,2018,38.13,-122.53,93765,122919,13.4
13421,Washington Kids in Transition,Lake Forest Park,Washington,98155,nonprofit,ein,472258133,10,1,2018,47.75,-122.3,81405,99762,13.4
23602,Shoreline Cooperative Preschool,Shoreline,Washington,98155,nonprofit,ein,910849898,5,1,2018,47.75,-122.3,81405,99762,13.4
21944,Vinland Elementary PTSA,Poulsbo,Washington,98370,nonprofit,ein,311641037,10,1,2018,47.75,-122.63,76055,91969,13.4
13635,North Kitsap High School Choir Boosters,Poulsbo,Washington,98370,nonprofit,ein,203754496,5,1,2017,47.75,-122.63,76055,91969,13.4
36510,Children's Organ Transplant Association/COTA for Jade S.,Vancouver,Washington,98682,nonprofit,ein,351674365,20,1,2019,45.67,-122.48,67569,77475,13.4
16683,St. John Paul II Regional School,Stratford,New Jersey,8084,School- Private School,ein,271444803,5,1,2018,39.83,-75.02,72652,83613,13.3
26468,West Nyack Elementary School PTA,West Nyack,New York,10994,nonprofit,ein,237035163,20,1,2018,41.1,-73.97,145313,155233,13.3
22891,Metropolitan Ballet Theater & Academy,Gaithersburg,Maryland,20877,nonprofit,ein,521665250,5,1,2018,39.14,-77.19,66988,86834,13.3
30368,Boys Latin School of Maryland,Baltimore,Maryland,21210,School- Private School,ein,520735085,20,1,2018,39.36,-76.63,93203,165911,13.3
33732,Bailey Middle School Performing Arts Booster Club,cornelius,North Carolina,28031,nonprofit,ein,474302361,20,1,2018,35.47,-80.9,86027,117088,13.3
22920,Kids Rein,Midland,North Carolina,28031,nonprofit,ein,203536117,10,1,2018,35.47,-80.9,86027,117088,13.3
26153,Croft Community School Parent Teacher Association,Charlotte,North Carolina,28269,nonprofit,ein,262726001,20,1,2018,35.34,-80.8,63097,78726,13.3
18105,M.C. Riley Elementary School,Bluffton,South Carolina,29910,School- Public School,ein,202022144,20,1,2018,32.22,-80.94,67560,87912,13.3
27807,"NMD Foundation, Inc.",Bluffton,South Carolina,29910,nonprofit,ein,454411645,5,1,2018,32.22,-80.94,67560,87912,13.3
13659,Porter County Aging and Community Services,VALPARAISO,Indiana,46385,nonprofit,ein,351296781,20,2,2018,41.46,-87.13,76298,94494,13.3
31077,Christ Lutheran Church - Valparaiso,Valparaiso,Indiana,46385,nonprofit,ein,351179146,5,1,2018,41.46,-87.13,76298,94494,13.3
19189,Leukemia and Lymphoma Society- Woman of the Year,Urbandale,Iowa,50322,nonprofit,ein,135644916,15,3,2018,41.63,-93.73,66508,86234,13.3
35695,Allenton PBO,Allenton,Wisconsin,53002,nonprofit,ein,453026928,10,1,2018,43.46,-88.35,85478,93713,13.3
30592,Layton High School Theatre Department,Layton,Utah,84041,School- Public School,ncesSchoolId,490021000128,20,1,2018,41.07,-111.98,62906,73629,13.3
32773,On Pitch Performing Arts Center,Layton,Utah,84041,nonprofit,ein,814303199,20,1,2018,41.07,-111.98,62906,73629,13.3
37425,Emily Shane Foundation,Malibu,California,90265,nonprofit,ein,273789582,10,1,2019,34.07,-118.85,137672,251993,13.3
18499,Germain Academy PTA,Chatsworth,California,91311,nonprofit,ein,956204527,20,1,2018,34.29,-118.6,82738,109948,13.3
27601,Chatsworth Park PTA,Chatsworth,California,91311,nonprofit,ein,956207093,20,1,2018,34.29,-118.6,82738,109948,13.3
14265,Loma Portal Foundation,San Diego,California,92106,nonprofit,ein,330874835,20,2,2018,32.71,-117.24,99250,136760,13.3
27573,Point Loma Nazarene University - Center for Justice & Reconciliation,San Diego,California,92106,nonprofit,ein,951644035,10,1,2018,32.71,-117.24,99250,136760,13.3
4527,I Love A Clean San Diego,San Diego,California,92106,nonprofit,ein,952566791,5,1,2018,32.71,-117.24,99250,136760,13.3
35277,OC Unity Now! - ICOI ( Islamic Center of Irvine),Irvine,California,92620,nonprofit,ein,330992506,20,3,2018,33.71,-117.75,102815,125062,13.3
32907,Vista Irvine Chapter of National Charity League,Irvine,California,92620,nonprofit,ein,330795896,20,1,2018,33.71,-117.75,102815,125062,13.3
35074,"TIMBERWOLVES INSTRUMENTAL MUSIC BOOSTERS, INC.",Irvine,California,92620,nonprofit,ein,330864351,20,1,2018,33.71,-117.75,102815,125062,13.3
18000,Citrus Glen Elementary PTA,Ventura,California,93004,nonprofit,ein,770522563,5,1,2018,34.28,-119.17,80726,94987,13.3
30163,Monroe School PTA,San Francisco,California,94112,School- PTA,ein,260084079,10,1,2018,37.72,-122.44,82692,106249,13.3
26201,Lincoln Sober Grad,Lincoln,California,95648,nonprofit,ein,680265446,20,1,2018,38.92,-121.31,78716,94156,13.3
15697,FieldHaven Feline Center,Lincoln,California,95648,nonprofit,ein,300240425,15,3,"2018,2019",38.92,-121.31,78716,94156,13.3
38533,Lincoln Rotary Club Foundation,Lincoln,California,95648,nonprofit,ein,710999576,10,1,2019,38.92,-121.31,78716,94156,13.3
26845,Antelope High School,Antelope,California,95843,School- Public School,ncesSchoolId,63363012310,20,1,2018,38.72,-121.36,71041,81239,13.3
32107,Antelope Crossing Middle School Parent Teacher Club,Antelope,California,95843,nonprofit,ein,352417744,15,3,2018,38.72,-121.36,71041,81239,13.3
34808,Cyril Spinelli Elementary School,Antelope,California,95843,School- Public School,ncesSchoolId,60790007664,5,1,2018,38.72,-121.36,71041,81239,13.3
37012,Cedar Hills Kindergarten & Preschool,Portland,Oregon,97225,nonprofit,ein,936002690,10,1,2019,45.5,-122.77,77012,106049,13.3
15540,Ridgewood PTC -,Portland,Oregon,97225,nonprofit,ein,930741893,5,1,2018,45.5,-122.77,77012,106049,13.3
15844,Brookside Elementary School PTO,Milford,Massachusetts,1757,School- PTA,ein,270986432,20,3,2018,42.16,-71.52,75976,90904,13.2
22988,"Brian P Sampson Scholarship Fund, Inc",Braintree,Massachusetts,2184,nonprofit,ein,824292088,10,2,2018,42.21,-71,88993,105313,13.2
23070,Vincent Crotty Memorial Foundations,Suffern,New York,10901,nonprofit,ein,272398291,10,1,2018,41.14,-74.1,94465,122872,13.2
28106,Holy Family Catholic School of Nazareth,Nazareth,Pennsylvania,18064,School- Private School,ein,240818343,20,1,2018,40.76,-75.32,77532,96470,13.2
33483,BECAHI BOYS AND GIRLS LACROSSE/GERRYLOU WEAVER,NAZARETH,Pennsylvania,18064,nonprofit,ein,240843210,20,1,2018,40.76,-75.32,77532,96470,13.2
16534,Addiscon Mizner Elementary PTA,Boca Raton,Florida,33486,School- Public School,ncesSchoolId,120150001556,10,2,2018,26.35,-80.11,79941,111327,13.2
16544,Rainbow of Love Preschool,Boca Raton,Florida,33486,School- Private School,ein,592757774,5,1,2017,26.35,-80.11,79941,111327,13.2
26851,Boca Raton Regional Hospital Foundation,Boca Raton,Florida,33486,nonprofit,ein,592406425,5,1,2018,26.35,-80.11,79941,111327,13.2
17049,Jack Anderson Elementary PTO,Hendersonville,Tennessee,37075,School- PTA,ein,621772026,20,1,2018,36.34,-86.61,68407,89859,13.2
31511,"Special Needs Sports Foundation, Inc.",Hendersonville,Tennessee,37075,nonprofit,ein,460606631,5,1,2018,36.34,-86.61,68407,89859,13.2
24468,Main Attractions Dance Boosters,New Baltimore,Michigan,48047,nonprofit,ein,273785262,10,1,2018,42.67,-82.77,73327,85104,13.2
22543,Amerman Elementary PTA,Northville ,Michigan,48167,School- PTA,ein,382761620,5,1,2018,42.43,-83.52,90818,131292,13.2
15453,Get Your Rear In Gear/Colon Cancer Coalition,Edina,Minnesota,55436,nonprofit,ein,300377727,10,1,2018,44.9,-93.37,96960,165394,13.2
32376,Countryside Elementary PTO,Edina,Minnesota,55436,nonprofit,ein,820559401,10,1,2018,44.9,-93.37,96960,165394,13.2
18209,Peck Elementary PTA,Arvada,Colorado,80004,nonprofit,ein,846047976,20,3,"2017,2018",39.82,-105.12,74056,90430,13.2
23808,Sanchez Elementary School PTA,Lafayette,Colorado,80026,School- PTA,ein,900015622,10,1,2018,40.01,-105.1,76794,103066,13.2
36900,Imagine! Foundation,Lafayette,Colorado,80026,nonprofit,ein,841540910,10,1,2018,40.01,-105.1,76794,103066,13.2
39370,Ryan Elementary Parent Teacher Association,Lafayette,Colorado,80026,nonprofit,ein,841502205,10,1,2019,40.01,-105.1,76794,103066,13.2
18028,International School of Arizona,Scottsdale,Arizona,85258,School- Private School,ein,860900797,10,1,2018,33.56,-111.9,80850,119540,13.2
24770,Muscular Dystrophy Association of Arizona,Scottsdale,Arizona,85258,nonprofit,ein,131665552,10,1,2018,33.56,-111.9,80850,119540,13.2
33979,Cochise Association of Parents & Teachers,Scottsdale,Arizona,85258,nonprofit,ein,562430117,10,1,2018,33.56,-111.9,80850,119540,13.2
36612,Students Supporting Brain Tumor Research (SSBTR),Scottsdale,Arizona,85258,nonprofit,ein,200345903,5,1,2018,33.56,-111.9,80850,119540,13.2
18748,Glenn E. Murdock Elementary School PTA,La Mesa,California,91941,nonprofit,ein,237173298,15,2,2018,32.76,-117,79001,101396,13.2
29834,Avocado Elementary,La Mesa,California,91941,School- Public School,ncesSchoolId,60681000604,5,1,2018,32.76,-117,79001,101396,13.2
24086,San Roque School Charitable Trust dba Garden Street Academy,Santa Barbara,California,93105,School- Private School,ein,716194026,10,1,2018,34.53,-119.79,88671,117924,13.2
17939,Mission Kids Co-op,San Francisco,California,94110,nonprofit,ein,205809720,20,2,2018,37.75,-122.42,109747,150063,13.2
19045,Buena Vista Horace Mann PTA,San Francisco,California,94110,School- PTA,ein,943033872,15,2,2018,37.75,-122.42,109747,150063,13.2
33574,Leonard Flynn Elementary PTA,San Francisco,California,94110,nonprofit,ein,562587473,10,1,2018,37.75,-122.42,109747,150063,13.2
22299,Junipero Serra Elementary School,San Francisco,California,94110,School- Public School,ncesSchoolId,63441005636,5,1,2018,37.75,-122.42,109747,150063,13.2
23675,Greater San Francisco Teen Challenge,San Francisco,California,94110,nonprofit,ein,770119359,5,1,2018,37.75,-122.42,109747,150063,13.2
25402,Oregon Gymnastics Academy,Beaverton,Oregon,97006,nonprofit,ein,930766087,10,1,2018,45.52,-122.86,69553,83409,13.2
35909,Pleasant Hill Education Foundation,Pleasant Hill,Oregon,97455,nonprofit,ein,931068087,10,1,2018,43.97,-122.92,77250,85675,13.2
27729,Quota International of Kent Valley,Kent,Washington,98031,nonprofit,ein,943260967,10,1,2018,47.41,-122.2,73688,86364,13.2
33015,PTHS Band Parents Association,Pompton Plains,New Jersey,7444,nonprofit,ein,226104640,20,1,2018,40.97,-74.31,91060,121724,13.1
35411,North Boulevard Home and School Assoc.,Pompton Plains,New Jersey,7444,nonprofit,ein,223603476,5,1,2018,40.97,-74.31,91060,121724,13.1
36914,Sunset Co-Op Nursery School,Pompton Plains,New Jersey,7444,nonprofit,ein,226013312,5,1,2018,40.97,-74.31,91060,121724,13.1
27739,Foster the Family,Sicklerville,New Jersey,8081,nonprofit,ein,813695278,20,1,2019,39.73,-74.98,83694,96029,13.1
14581,Harry S Truman Elementary PTO,Parlin,New Jersey,8859,nonprofit,ein,201344487,20,2,2018,40.46,-74.3,83389,95548,13.1
19440,Main Street Theater/Garden Friends ELC,Parlin ,New Jersey,8859,nonprofit,ein,223425392,20,1,2018,40.46,-74.3,83389,95548,13.1
32290,Samsel Upper Elementary School PTO,Parlin,New Jersey,8859,nonprofit,ein,611473081,20,1,2018,40.46,-74.3,83389,95548,13.1
34618,Dwight D Eisenhower Elementary School,Parlin,New Jersey,8859,nonprofit,ein,202200606,20,1,2018,40.46,-74.3,83389,95548,13.1
33738,Main Street Theatre Company,Parlin,New Jersey,8859,nonprofit,ein,223425392,10,1,2018,40.46,-74.3,83389,95548,13.1
25637,Three Chopt Elementary School PTA,Henrico,Virginia,23229,nonprofit,ein,541217272,10,2,2018,37.59,-77.57,79767,119522,13.1
35244,Maybeury Elementary School PTA,Henrico,Virginia,23229,nonprofit,ein,521289371,5,1,2018,37.59,-77.57,79767,119522,13.1
21284,Ball Ground Elementary PTA,Ball Ground,Georgia,30107,nonprofit,ein,586072516,10,1,2018,34.34,-84.35,72695,84296,13.1
24287,The DONNA Foundation,Jacksonville,Florida,32224,nonprofit,ein,262736601,20,1,2018,30.27,-81.47,72590,98926,13.1
34932,The Out-of-Door Academy,Sarasota,Florida,34242,nonprofit,ein,591731857,10,2,2018,27.26,-82.54,91250,147944,13.1
36157,Columbus Club House,Columbus,Wisconsin,53925,nonprofit,ein,391650464,5,1,2018,43.33,-89.06,66218,78663,13.1
33102,The Foundation for the School for Young Children,Houston,Texas,77006,nonprofit,ein,760142861,15,2,2018,29.74,-95.39,82878,118175,13.1
31044,Prevent Blindness Texas,Houston,Texas,77006,nonprofit,ein,746075105,10,1,2018,29.74,-95.39,82878,118175,13.1
33706,Fall Creek Elementary PTO Spring Fundraiser,Humble,Texas,77396,nonprofit,ein,300493286,20,1,2018,29.95,-95.26,64195,83768,13.1
32707,Meadowbrook Elementary PTA,Bountiful,Utah,84010,nonprofit,ein,870546618,5,1,2018,40.87,-111.87,68134,88234,13.1
22802,Royal Family Kids Camp #167,Temecula,California,92591,nonprofit,ein,330380021,20,1,2018,33.54,-117.1,77234,95539,13.1
33422,Habitat for Humanity IV,Temecula,California,92591,nonprofit,ein,330461804,5,1,2018,33.54,-117.1,77234,95539,13.1
18636,Lincoln Parent Teacher Club,Fresno,California,93720,nonprofit,ein,680611443,10,1,2018,36.86,-119.76,80223,99648,13.1
33512,Foundation West-Clovis West High School,Fresno,California,93720,nonprofit,ein,942854053,10,1,2018,36.86,-119.76,80223,99648,13.1
18992,Lanna Foundation,Fresno,California,93720,nonprofit,ein,272842024,5,1,2018,36.86,-119.76,80223,99648,13.1
19598,Iranian Culture and Art Club of Fresno,Fresno,California,93720,nonprofit,ein,61754103,5,1,2018,36.86,-119.76,80223,99648,13.1
27644,Copper Hills Elementary PTC,Fresno,California,93720,nonprofit,ein,770463927,5,1,2018,36.86,-119.76,80223,99648,13.1
32533,South/West Park Parent Club,Tracy,California,95376,nonprofit,ein,462937285,30,5,"2018,2019",37.74,-121.43,70501,83647,13.1
26988,Tracy Youth Soccer League,Tracy,California,95376,nonprofit,ein,942705422,20,2,2018,37.74,-121.43,70501,83647,13.1
19629,"Become One VOICE, Inc.",Tracy,California,95376,nonprofit,ein,823297073,20,1,2018,37.74,-121.43,70501,83647,13.1
14062,Children's Dance Theatre,Tracy,California,95376,nonprofit,ein,680468333,15,2,"2018,2019",37.74,-121.43,70501,83647,13.1
37571,Bella Vista Christian Academy,Tracy,California,95376,School- Private School,ein,941500818,10,1,2018,37.74,-121.43,70501,83647,13.1
35997,Cali Roosters Boys Baseball,Tracy,California,95376,nonprofit,ein,474698773,5,1,2018,37.74,-121.43,70501,83647,13.1
34390,Tahoma Cooperative Preschool,Maple Valley,Washington,98051,nonprofit,ein,916073117,20,1,2018,47.35,-121.88,87283,106101,13.1
17407,Lincoln Central Parents and Central's Teachers,Lincoln,Rhode Island,2865,nonprofit,ein,270265301,15,2,"2018,2019",41.92,-71.45,77817,106781,13
14068,PS 87 Parents Association,New York,New York,10024,nonprofit,ein,133343008,10,1,2018,40.8,-73.97,126107,229685,13
15811,B'nai Jeshurun,New York,New York,10024,nonprofit,ein,130594858,5,1,2018,40.8,-73.97,126107,229685,13
24481,Ladies club877,Garnerville,New York,10923,nonprofit,ein,10632456,5,1,2018,41.2,-74,82813,99827,13
35747,Momentum Arts,Snellville,Georgia,30039,nonprofit,ein,821952130,10,1,2018,33.8,-84.03,63935,75982,13
17117,Hopkins Elementary School PTA,Lilburn,Georgia,30047,nonprofit,ein,581586774,20,1,2018,33.87,-84.11,67897,86756,13
24210,Northwest Florida Great Dane Rescue,Cantonment,Florida,32533,nonprofit,ein,320245059,5,1,2018,30.61,-87.33,67265,76758,13
36175,Pleasant Prairie Elementary School,Pleasant Prairie,Wisconsin,53158,nonprofit,ein,391455844,5,1,2018,42.52,-87.89,76851,96962,13
31558,Horizon PTO,Hanover Park,Illinois,60133,nonprofit,ein,273303750,10,1,2018,41.98,-88.14,70550,77385,13
16770,Marvin Elementary PTF,San Diego ,California,92120,nonprofit,ein,330598413,10,1,2018,32.79,-117.07,88202,112607,13
20593,St. Therese Academy,San Diego,California,92120,School- Private School,ein,273936531,10,1,2018,32.79,-117.07,88202,112607,13
18743,Robert Down School PTA,Pacific Grove ,California,93950,School- PTA,ein,237103880,20,4,2018,36.62,-121.93,81000,107294,13
20159,Friends of Forest Grove,Pacific Grove,California,93950,nonprofit,ein,946171945,20,4,2018,36.62,-121.93,81000,107294,13
21143,Pacific Grove High School PTA,Pacific Grove,California,93950,,ein,770127716,20,1,2018,36.62,-121.93,81000,107294,13
24153,The Bridge Restoration Ministry,Pacific Grove,California,93950,nonprofit,ein,208238084,15,2,2018,36.62,-121.93,81000,107294,13
20155,Pacific Grove Middle School PTSA,Pacific Grove,California,93950,nonprofit,ein,946184921,10,2,2018,36.62,-121.93,81000,107294,13
35666,Burr School PTO,Auburndale,Massachusetts,2466,nonprofit,ein,43574938,10,1,2018,42.34,-71.25,115345,148895,12.9
18763,Abby's Helping Hand,Broad Brook,Connecticut,6016,nonprofit,ein,463978267,5,1,2018,41.9,-72.55,81923,93589,12.9
16325,Regina Caeli Academy,Roswell,Georgia,30076,nonprofit,ein,800063491,10,1,2018,34.03,-84.31,72719,101182,12.9
23455,Hembree Springs Elementary PTA,Roswell,Georgia,30076,nonprofit,ein,582616970,10,1,2018,34.03,-84.31,72719,101182,12.9
33510,Atlanta Academy,Roswell,Georgia,30076,School- Private School,ein,582574521,10,1,2018,34.03,-84.31,72719,101182,12.9
27956,Satellite Beach Soccer Club - DBA Brevard Beachside Soccer Club,Indialantic,Florida,32903,nonprofit,ein,593388236,20,1,2018,28.1,-80.59,72967,100476,12.9
36913,A Life Story Foundation,Bradenton,Florida,34202,nonprofit,ein,455416505,10,1,2018,27.41,-82.39,95610,121218,12.9
14855,Shangri- La Therapeutic Academy of riding,Lenoir City,Tennessee,37772,nonprofit,ein,621330640,20,1,2018,35.79,-84.22,65851,98965,12.9
13862,Youth Challenge,Westlake,Ohio,44145,nonprofit,ein,341396825,20,3,2018,41.45,-81.93,81966,119044,12.9
28470,Cleveland Ice Storm Skating Club,Westlake,Ohio,44145,nonprofit,ein,341692915,10,1,2018,41.45,-81.93,81966,119044,12.9
25698,Blossom Hill Inc.,Westlake,Ohio,44145,nonprofit,ein,237013607,5,1,2018,41.45,-81.93,81966,119044,12.9
23590,Adopt A Pit,Germantown,Ohio,45327,nonprofit,ein,463038997,20,3,2018,39.63,-84.4,60759,81146,12.9
15069,Clinton Christian School,Goshen,Indiana,46528,School- Private School,ein,351278604,20,1,2017,41.6,-85.78,60695,76562,12.9
23799,Gentle Spirit Horses Rescue & Sanctuary,Sioux Falls,South Dakota,57107,nonprofit,ein,274282458,10,1,2018,43.6,-96.82,61213,71563,12.9
16551,Walk With Rachel NFP,Elk Grove Village,Illinois,60007,nonprofit,ein,454488537,5,1,2018,42.01,-88,73026,88435,12.9
33688,Happy Hooves Equine Rescue,Edwardsville,Illinois,62025,nonprofit,ein,453677498,20,1,2018,38.83,-89.93,76407,99618,12.9
36804,ST MARYS'S SCHOOL,EDWARDSVILLE,Illinois,62025,School- Private School,ncesSchoolId,348603,10,1,2018,38.83,-89.93,76407,99618,12.9
36407,Main Street Community Center,EDWARDSVILLE,Illinois,62025,nonprofit,ein,370989006,5,1,2018,38.83,-89.93,76407,99618,12.9
29011,Born To Dance,Fenton,Missouri,63026,nonprofit,ein,824618912,20,1,2018,38.5,-90.46,75991,92995,12.9
36721,Stanton Elementary PTO,Fenton,Missouri,63026,School- PTA,ein,431661678,10,1,2018,38.5,-90.46,75991,92995,12.9
32129,T G Smith elementary school PTA,Springdale,Arkansas,72762,nonprofit,ein,710673111,20,2,2018,36.18,-94.23,57413,78299,12.9
19934,Har-Ber High School Band Boosters,Springdale,Arkansas,72762,nonprofit,ein,203194189,20,1,2018,36.18,-94.23,57413,78299,12.9
14511,Raymond Temple PTA,Buena Park,California,90620,nonprofit,ein,956206942,20,3,2018,33.85,-118.02,84942,95092,12.9
31603,MeoowzResQ,Orange,California,90620,nonprofit,ein,263035880,20,1,2018,33.85,-118.02,84942,95092,12.9
31613,Hope Special Education Center,Buena Park,California,90620,School- Public School,ncesSchoolId,60263000175,20,1,2018,33.85,-118.02,84942,95092,12.9
26056,Eid Festival.Net.Corp,Anaheim,California,90620,nonprofit,ein,300790076,10,1,2018,33.85,-118.02,84942,95092,12.9
13059,Prisk Elementary Education Foundation,Long Beach,California,90815,School- Public School,ncesSchoolId,62250002752,10,1,2018,33.79,-118.12,84714,106732,12.9
21065,Los Altos Brethren Schools,Long Beach,California,90815,School- Private School,ein,952814313,10,1,2018,33.79,-118.12,84714,106732,12.9
14143,SOSMentor,Woodland Hills,California,91364,nonprofit,ein,954722980,20,1,2018,34.15,-118.59,100323,138897,12.9
35815,Kol Tikvah,Woodland Hills,California,91364,nonprofit,ein,770005548,20,1,2018,34.15,-118.59,100323,138897,12.9
20671,Green Elementary PTO,San Diego,California,92119,School- Public School,ncesSchoolId,63432005471,20,1,2019,32.82,-117.03,79121,97151,12.9
24745,Gage Elementary Honoring our Veterans,san diego ,California,92119,School- Public School,ncesSchoolId,63432005467,10,1,2018,32.82,-117.03,79121,97151,12.9
13934,Golden Oak Montessori Parent Teacher Organization,Castro Valley,California,94546,nonprofit,ein,814995063,20,1,2018,37.72,-122.08,85492,102396,12.9
